job_no, job_date, start_time, end_time, timezone_name, case_no, job_type, status_name, scheduled_by_email, job_loc_name, job_loc_address, job_loc_city, job_loc_state, job_loc_zip,scheduling_notes_html, zoom_meeting_id, confirmation_notes_html, last_modified_at, last_modified_by, entered_at, entered_by
136310,2026-03-13,10:00:00,12:00:00,Eastern Standard Time,58298,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Elm Boardroom	,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/85003811224?pwd=2Ygb9OBztfVQK6DPfOfVZbhz5jpIbX.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 389025<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 850 0381 1224<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 389025<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,85003811224# or 13126266799,85003811224#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 850 0381 1224&nbsp;<br><br>",2026-03-03 14:53:39.930000,43151,2026-03-03 14:40:29.233000,43151
136311,2026-03-05,09:00:00,17:00:00,Eastern Standard Time,71978,Trial: Court Reporter Only,New,,Fulton County Superior Court,185 Central Avenue SW,Atlanta,GA,30303,,,Court Reporter ONLY | **ALL parties to appear in-person**,2026-03-04 14:19:14.377000,43151,2026-03-03 14:51:22.293000,37784
136312,2026-03-13,09:00:00,17:00:00,Eastern Standard Time,75050,Hybrid: Court Reporter,New,,"Swift, Currie, McGhee & Hiers, LLP","1420 Peachtree Street Northeast
Suite 800",Atlanta,GA,30309,,,"Court Reporter to appear in-person with extra laptop for Zoom connection | **SOME parties to appear in-person/SOME parties to appear remotely**<br><br>ZOOM link for parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82433402632?pwd=g5u1bGb4r66i2biEJona3Rtfi21BoQ.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 895956<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 824 3340 2632<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 895956<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,82433402632# or 13126266799,82433402632#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 824 3340 2632&nbsp;<br>",2026-03-03 15:02:24.590000,44077,2026-03-03 14:56:12.720000,44077
136315,2026-03-04,14:00:00,15:00:00,Eastern Standard Time,74144,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Mahogany Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86534448094?pwd=4zt6QGb0nfGQRSILRvXLOPDpLqIl87.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 006677<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 865 3444 8094<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 006677<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,86534448094# or 13126266799,86534448094#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 865 3444 8094&nbsp;",2026-03-03 15:26:20.740000,43871,2026-03-03 15:24:32.367000,43871
136316,2026-04-28,13:00:00,15:00:00,Eastern Standard Time,72656,"Depo: Reporter, Videographer",New,,Comfort Inn and Suites,234 Highland Pkwy,East Elijay,GA,30540,,,Court Reporter &amp; Videographer | **ALL parties to appear in-person**<br>,2026-03-03 15:49:15.317000,44077,2026-03-03 15:31:39.457000,44077
136317,2026-03-04,08:30:00,12:30:00,Eastern Standard Time,75054,Hearing: Court Reporter Only,New,,ALL parties to attend remotely via Zoom,"(ALL attendees are to appear remotely)	
GLS did not set up the Zoom link.
",REMOTE,,,,,Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>https://us02web.zoom.us/j/91769127947?pwd=ZFJ2NGd3S1g2YitxeWh6NGd4OGYvQT09<br><br>Meeting ID: 91769127947<br><br>PW: 67026091,2026-03-03 15:41:19.603000,37784,2026-03-03 15:38:41.040000,37784
136320,2026-03-12,14:00:00,16:00:00,Eastern Standard Time,74963,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Hazel Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82898262359?pwd=uGjrhMOYTgbea0O4GCxJO2vaJJvWyK.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 681423<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 828 9826 2359<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 681423<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,82898262359# or 13092053325,82898262359#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 828 9826 2359&nbsp;",2026-03-03 16:03:29.763000,44077,2026-03-03 15:56:42.553000,44077
136322,2026-03-10,12:00:00,14:00:00,Eastern Standard Time,74595,VTC: Court Reporter,Confirmed,,GalloMeet Web Conferencing - Buckeye Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/89128403873?pwd=ZjaayiKIwdn6UrMPYCNm1unr67B4QR.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 779721<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 891 2840 3873<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 779721<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,89128403873# or 13092053325,89128403873#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 891 2840 3873&nbsp;",2026-03-03 16:34:37.113000,43151,2026-03-03 16:14:06.023000,43151
136324,2026-03-04,14:00:00,17:00:00,Eastern Standard Time,75056,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Kauri Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82736304670?pwd=k7wf5GXu90OAYM4JEnr6Foh6f5fNNz.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 277271<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 827 3630 4670<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 277271<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,82736304670# or 13126266799,82736304670#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 827 3630 4670&nbsp;",2026-03-04 13:52:03.567000,44077,2026-03-03 16:16:36.283000,44077
136327,2026-03-05,09:00:00,11:00:00,Eastern Standard Time,74760,VTC: Court Reporter,Confirmed,,GalloMeet Web Conferencing - Dogwood Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82821434750?pwd=loa1b3BVKagltF2OsXaHnktmO0Ij88.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 454373<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 828 2143 4750<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 454373<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16468769923,82821434750# or 16469313860,82821434750#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 876 9923 (US Toll) or +1 646 931 3860 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 828 2143 4750&nbsp;",2026-03-04 10:28:35.670000,37784,2026-03-03 16:28:33.393000,35359
136329,2026-04-07,13:00:00,17:00:00,Eastern Standard Time,74957,"Depo: Reporter, Videographer",New,,Holiday Inn Express,1388 Oglethorpe Highway 84 East,Hinesville,GA,31313,,,Court Reporter &amp; Videographer | **ALL parties to appear in-person**<br>,2026-03-04 10:51:36.430000,37784,2026-03-03 16:53:18.670000,43871
136334,2026-03-05,14:00:00,16:00:00,Eastern Standard Time,73741,"VTC: Reporter, Videographer",Billed,,GalloMeet Web Conferencing - Birch Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Videographer |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/83474419887?pwd=fQrpg8Jmvo7OwWrhhLzX6eXPiaxPxi.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 616084<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 834 7441 9887<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 616084<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13126266799,83474419887# or 16468769923,83474419887#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 312 626 6799 (US Toll) or +1 646 876 9923 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 834 7441 9887&nbsp;",2026-03-05 14:54:30.860000,35869,2026-03-04 08:40:33.097000,44077
136336,2026-03-04,10:00:00,12:00:00,Eastern Standard Time,75060,VTC: Court Reporter,Billed,,GalloMeet Web Conferencing - Beech Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82475687848?pwd=s3vV2DmOFJe8LaKWUZLdv8QIdIVFU9.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 517260<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 824 7568 7848<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 517260<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,82475687848# or 13126266799,82475687848#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 824 7568 7848&nbsp;",2026-03-04 12:03:37.320000,35869,2026-03-04 08:49:47.827000,37784
136337,2026-03-10,10:00:00,12:00:00,Eastern Standard Time,75062,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Cypress Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/87183777726?pwd=33Dm4Rv6Dur5erLG19WjOKEPVasSeo.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 690312<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 871 8377 7726<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 690312<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13017158592,87183777726# or 13052241968,87183777726#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 301 715 8592 (US Toll) or +1 305 224 1968 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 871 8377 7726&nbsp;",2026-03-04 09:57:05.710000,43151,2026-03-04 09:49:58.810000,43151
136342,2026-03-09,10:00:00,12:00:00,Eastern Standard Time,72547,"VTC: Reporter, Videographer",New,,GalloMeet Web Conferencing - Banyan Boardroom	,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Videographer | All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/87186163753?pwd=365zOWZbPGNSxDBiQ9nQbLIYGOTZpK.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 941774<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 871 8616 3753<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 941774<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16469313860,87186163753# or 13017158592,87186163753#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 931 3860 (US Toll) or +1 301 715 8592 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 871 8616 3753&nbsp;",2026-03-04 15:49:34.887000,41460,2026-03-04 10:24:43.523000,43871
136347,2026-03-05,11:00:00,14:00:00,Eastern Standard Time,75066,"VTC: Reporter, Interpreter",Turned In,,GalloMeet Web Conferencing - Buckeye Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Interpreter | All parties to attend remotely<br><br>Language: Spanish<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82191865848?pwd=vMpreTlUmqhtIiB5jJ2dCXK7nIKgBd.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 145114<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 821 9186 5848<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 145114<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13017158592,82191865848# or 13052241968,82191865848#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 301 715 8592 (US Toll) or +1 305 224 1968 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 821 9186 5848&nbsp;",2026-03-05 13:25:26.213000,38004,2026-03-04 10:40:36.417000,44077
136350,2026-03-05,13:30:00,16:30:00,Eastern Standard Time,75068,"VTC: Reporter, Interpreter",Turned In,,GalloMeet Web Conferencing - Kauri Boardroom,All attendees appearing remotely.,REMOTE,,,Interpreter: Rocio Mora,,"Remote Court Reporter &amp; Interpreter | All parties to attend remotely<br><br>Language: Spanish&nbsp;<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/87353854272?pwd=GoWncXcAAMfFNaGP9EhVxaeiQaH54M.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 159671<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 873 5385 4272<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 159671<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13017158592,87353854272# or 13052241968,87353854272#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 301 715 8592 (US Toll) or +1 305 224 1968 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 873 5385 4272&nbsp;",2026-03-05 21:14:59.003000,25108,2026-03-04 10:50:45.160000,44077
136352,2026-03-05,10:00:00,14:00:00,Eastern Standard Time,75072,VTC: Court Reporter,Cancelled,,GalloMeet Web Conferencing - Oak Boardroom	,All attendees appearing remotely.,REMOTE	,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/89950280043?pwd=WiaKogLN2nfFCaYyu285io1GwUrJeA.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 865551<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 899 5028 0043<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 865551<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13126266799,89950280043# or 16468769923,89950280043#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 312 626 6799 (US Toll) or +1 646 876 9923 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 899 5028 0043&nbsp;",2026-03-04 12:28:00.453000,44077,2026-03-04 11:39:32.703000,44077
136353,2026-03-13,10:00:00,12:00:00,Eastern Standard Time,64274,"VTC: Reporter, Videographer",New,,GalloMeet Web Conferencing - Magnolia Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Videographer | All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/87131365809?pwd=w5aooVUJINKgazlTY5UySMmqa1ujlw.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 719065<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 871 3136 5809<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 719065<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13126266799,87131365809# or 16468769923,87131365809#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 312 626 6799 (US Toll) or +1 646 876 9923 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 871 3136 5809&nbsp;",2026-03-04 12:24:44.677000,44077,2026-03-04 12:12:08.847000,44077
136354,2026-03-09,14:00:00,17:00:00,Eastern Standard Time,75076,Hearing: Court Reporter Only,New,,Gwinnett County Courthouse,75 Langley Drive,Lawrenceville,GA,30046-6936,,,Court Reporter ONLY | **ALL parties to appear in-person**<br><br>Courtroom 3D,2026-03-04 12:20:27.640000,43151,2026-03-04 12:14:42.980000,40584
136358,2026-03-11,12:30:00,14:30:00,Eastern Standard Time,75078,VTC: Court Reporter,New,,ALL parties to attend remotely via Zoom,"(ALL attendees are to appear remotely)	
GLS did not set up the Zoom link.
",REMOTE,,,,,Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br><strong>awaiting link</strong>,2026-03-04 12:34:39.443000,37784,2026-03-04 12:33:43.533000,37784
