ListNo,ListValue,LastModified,LastModifiedBy,Entered,EnteredBy
1100,Arbitration,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1101,Captioning,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1106,Hearing,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1107,Transcription,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1108,Video Conferencing,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1109,Workers Comp,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1201,By Hand,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1202,Courier,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1103,Conference,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1104,Court,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
1120,,2006-04-11 13:57:57.850000,1,2006-04-11 13:57:57.850000,1
903,Other,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
904,System,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
847,Marketing-Website,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
848,Referral from another organization,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
849,Referral from within organization,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
703,Conference,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
704,Court,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
705,Deposition,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
706,Hearing,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
707,Transcription,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
615,Production,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
616,Reporter Management,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
617,Sales,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
700,Arbitration,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
830,,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
831,Accident & Injury,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
832,Business & Financial,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
833,Civil Litigation,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
834,Construction & Architecture,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
835,Criminal Litigation,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
836,Medical & Psychological,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
837,Science & Engineering,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
840,,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
709,Workers Comp,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
710,New,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
711,In Progress,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
712,Cancelled,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
713,Adjourned,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
714,Settled,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
715,Completed,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
720,,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
721,Applicant,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
722,Claimant,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
723,Defendant,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
724,Plaintiff,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
725,Respondent,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
800,Request New,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
801,New,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
802,Will Call Back,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
803,Confirmed,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
804,Assigned,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
805,In Progress,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
806,Turned In,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
807,Billed,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
808,No Bill,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
809,Shipped,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
810,Non Calendar,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
811,Request Cancelled,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
812,Cancelled,2006-04-11 13:57:57.837000,1,2006-04-11 13:57:57.837000,1
600,,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
610,,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
611,Accounting,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
612,Calendar,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
613,Case Management,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
614,IT,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
500,,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
501,Arbitration Center,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
502,Court Room,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
503,Doctor's Office,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
504,Government Office,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
505,Hospital,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
506,Office,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
507,Private Residence,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
508,School,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
442,CLVS,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
443,CMRS,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
444,CRI,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
445,CRR,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
447,RDR,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
448,RMR,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
449,RPR,2006-04-11 13:57:57.820000,1,2006-04-11 13:57:57.820000,1
357,Same Day,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
404,Interpreter,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
351,2-Day,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
352,3-Day,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
353,5-Day,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
354,7-Day,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
355,Next Day,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
340,,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
341,Average,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
342,Bad Debt,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
343,Preferred,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
407,Videographer,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
410,,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
411,Dr.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
412,Miss,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
413,Mr.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
414,Mrs.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
415,Ms.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
311,Dr.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
312,Miss,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
303,Clerk,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
304,Judge,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
305,Paralegal,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
306,Secretary,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
314,Mrs.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
315,Ms.,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
320,,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
321,Administrator,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
322,CEO,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
323,Clerk,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
324,Director,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
325,Manager,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
326,Owner,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
327,Partner,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
328,President,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
329,Secretary,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
301,Adjuster,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
253,Demand Letter Sent,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
254,Invoice Sent,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
255,Make Call,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
256,Send COD Letter,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
257,Send Demand Letter,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
258,Send Invoice,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
259,Send Statement,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
260,Statement Sent,2006-04-11 13:57:57.803000,1,2006-04-11 13:57:57.803000,1
201,Corporation,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
202,Court,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
203,Court Reporting Firm,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
204,Government Agency,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
205,Insurance Company,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
220,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
221,Bad Debt,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
222,Copy Only,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
223,Full Deposit Required,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
224,No Deposit Required,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
225,Part Deposit Required,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
226,Set Depo,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
230,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
231,Bankrupt,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
232,COD,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
233,Demand,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
234,Exempt,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
235,Exempt 60,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
236,Exempt 90,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
237,Exempt 120,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
238,In Collection,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
240,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
241,Marketing-Event,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
242,Marketing-Mail,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
243,Marketing-Other,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
244,Marketing-Press Release,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
245,Marketing-Publication,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
246,Marketing-Sales Rep,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
247,Marketing-Website,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
248,Referral from another organization,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
249,Referral from within organization,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
250,Call Made,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
251,Call Received,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
252,COD Letter Sent,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
150,Advance deposit required,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
151,COD,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
106,Equity,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
107,Expense,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
108,Fixed Asset,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
109,Income,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
110,Long-term Liability,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
111,Other Asset,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
112,Other Current Asset,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
113,Other Expense,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
114,Other Income,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
115,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
121,1. Original,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
122,2. Copy w/ Original,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
123,3. Copy,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
124,4. Additional Copy,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
125,5. Rush,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
126,6. Exhibit,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
127,7. Mileage,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
128,8. Attendance,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
129,9. Misc. Charge,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
153,Net 15,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
190,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
191,Pages,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
192,Hours,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
193,Miles,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
194,Tapes,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
195,Disks,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
207,Vendor,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
210,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
211,Law Firm-Boutique,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
212,Law Firm-International,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
213,Law Firm-Other,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
214,Law Firm-Regional,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
215,Law Firm-Sole Practitioner,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
216,Law Firm-Top 100,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
217,Legal In-house/Corporate,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
155,Net 45,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
156,Net 60,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
157,Payable upon receipt,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
158,,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
160,Credit Memo,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
161,Debit Memo,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
162,Duplicate Payment,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
163,Finance Charge,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
164,Manual Invoice,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
165,Misc. Receipt,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
166,Payment,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
167,Refund,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
168,Retainer,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
169,Void,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
170,Write-off,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
180,Retainer,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
181,Check,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
182,Credit Card,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
183,Cash,2006-04-11 13:57:57.790000,1,2006-04-11 13:57:57.790000,1
100,Accounts Payable,2006-04-11 13:57:57.773000,1,2006-04-11 13:57:57.773000,1
101,Accounts Receivable,2006-04-11 13:57:57.773000,1,2006-04-11 13:57:57.773000,1
102,Bank,2006-04-11 13:57:57.773000,1,2006-04-11 13:57:57.773000,1
103,Cost of Goods Sold,2006-04-11 13:57:57.773000,1,2006-04-11 13:57:57.773000,1
104,Credit Card,2006-04-11 13:57:57.773000,1,2006-04-11 13:57:57.773000,1
105,Current Liability,2006-04-11 13:57:57.773000,1,2006-04-11 13:57:57.773000,1
